id,price_usd
2264763,95000.0
2264770,76987.8571429
2264773,295872.732426
2264774,298834.369229
2264780,255692.114512
2264785,109857.142857
2264795,85364.598254
2264796,135000.0
2264798,255692.114512
2264799,280000.0
2264800,150961.802381
2264801,169207.238095
2264807,274478.123067
2264808,80404.7543319
2264811,287700.0
2264812,133605.195918
2264813,119998.571429
2264818,133605.195918
2264835,372713.790646
2264838,95000.0
2264847,160000.0
2264851,250399.504444
2264878,32452.7467613
2264880,297908.637305
2264888,139480.840805
2264890,46669.812381
2264893,269985.714286
2264896,204343.893501
2264920,153903.265306
2264924,115000.0
2264925,126902.346939
2264927,216780.077355
2264929,170000.0
2264940,112470.457878
2264943,89858.4517007
2264946,90670.5527211
2264952,580453.6
2264960,63267.8080808
2264970,321312.397493
2264971,112470.457878
2264975,90670.5527211
2264976,228425.170068
2264981,58000.0
2264986,359609.570192
2264989,140000.0
2264992,420100.0
2264994,97825.2380952
2264997,143090.317584
2265009,130000.0
2265015,95718.216399
2265019,395000.0
2265023,205587.241043
2265028,66091.604377
2265029,298000.0
2265031,590000.0
2265038,125000.0
2265045,348858.095011
2265046,322718.156329
2265055,246066.442285
2265057,289039.285714
2265059,269952.380952
2265060,230375.527211
2265063,277773.809524
2265085,68735.2200577
2265086,142645.598333
2265087,99000.0
2265097,210000.0
2265098,51613.0666667
2265133,92289.2559615
2265145,682162.5
2265155,126093.169113
2265180,102350.218169
2265183,205083.088804
2265192,60961.0387755
2265193,223382.690999
2265194,140428.626975
2265195,223382.690999
2265196,223382.690999
2265220,115000.0
2265226,139908.459081
2265230,306435.714286
2265232,82598.7619048
2265236,457608.61678
2265246,58000.0
2265257,223382.690999
2265258,189370.685714
2265259,149792.387695
2265263,149792.387695
2265267,113192.304861
2265270,113192.304861
2265513,254903.265306
2265537,323497.388889
2265542,256468.13086
2265545,125000.0
2265547,88101.468254
2265549,75000.0
2265551,130000.0
2265552,79000.0
2265553,79000.0
2265554,79000.0
2265555,125000.0
2265556,139908.459081
2265557,125000.0
2265558,125000.0
2265559,115648.167057
2265560,115648.167057
2265561,115648.167057
2265562,115648.167057
2265563,105939.002268
2265564,105939.002268
2265565,105939.002268
2265566,105939.002268
2265567,156792.585118
2265568,156792.585118
2265569,156792.585118
2265570,75000.0
2265571,75000.0
2265572,75000.0
2265573,75000.0
2265574,75000.0
2265599,122214.810422
2265603,279843.310658
2265606,69568.3968171
2265607,93728.9012611
2265610,109028.377937
2265611,45252.8714275
2265613,66239.077381
2265614,109738.306336
2265626,163583.009375
2265630,167384.039128
2265631,242719.480823
2265632,73250.6493506
2265636,272705.556545
2265638,82693.4024144
2265639,180838.441103
2265642,75000.0
2265670,135772.315863
2265671,82123.3543084
2265672,76731.6754277
2265674,223752.049425
2265675,296029.391631
2265676,189628.739286
2265677,153930.70781
2265678,103040.954143
2265681,120667.658143
2265683,133644.910476
2265684,146537.811565
2265685,98252.5607143
2265687,200144.144422
2265688,108114.510884
2265689,108114.510884
2265690,127287.885714
2265691,108114.510884
2265692,108114.510884
2265693,108114.510884
2265694,108114.510884
2265695,108114.510884
2265696,108114.510884
2265697,84789.4128094
2265698,84789.4128094
2265699,84789.4128094
2265700,84789.4128094
2265701,89753.650771
2265702,84789.4128094
2265703,84789.4128094
2265704,84789.4128094
2265705,84789.4128094
2265706,84789.4128094
2265707,84789.4128094
2265708,806095.238095
2265710,126305.465533
2265711,140357.455783
2265712,78084.6428571
2265719,220550.152721
2265721,132362.210884
2265729,291524.075794
2265733,104894.02361
2265734,87780.3054422
2265755,145572.295918
2265756,96265.4131616
2265757,96265.4131616
2265758,143666.955514
2265767,96900.0
2265768,96900.0
2265779,207976.870748
2265780,146624.186561
2265781,146624.186561
2265784,132708.887404
2265785,203333.967687
2265786,188699.268027
2265787,146293.591837
2265788,132983.644058
2265789,315884.672788
2265790,203803.155612
2265791,203803.155612
2265793,276990.511905
2265794,631050.187075
2265795,631050.187075
2265798,276990.511905
2265799,631050.187075
2265800,276990.511905
2265801,631050.187075
2265804,61864.3726809
2265805,95000.0
2265809,125099.640146
2265810,86928.1047619
2265813,124002.818967
2265816,200129.942216
2265817,78060.7482993
2265818,71386.0657596
2265822,99075.6720428
2265824,209050.714286
2265830,57630.3993197
2265831,150645.529666
2265833,137006.518291
2265834,161125.149305
2265851,730000.0
2265853,160000.0
2265857,76202.0585213
2265868,207507.358095
2265869,86248.7977381
2265870,138875.753333
2265871,138875.753333
2265872,138875.753333
2265873,138875.753333
2265874,138875.753333
2265876,88694.2857143
2265877,111157.142857
2265879,188334.52381
2265881,65491.4659307
2265886,284550.70989
2265887,479878.647619
2265888,225013.55
2265889,83995.7142857
2265926,126768.570398
2265927,80913.2057823
2265928,80913.2057823
2265929,80913.2057823
2265930,80913.2057823
2265931,85398.8167677
2265932,121819.402268
2265933,180000.0
2265934,600636.734694
2265936,77142.0461755
2265937,74096.2574377
2265938,77557.7681179
2265946,95000.0
2265954,407064.26311
2265955,93722.1470628
2265957,449027.806122
2265959,137010.399737
2265963,146322.54961
2265964,106184.126486
2265966,109072.967945
2265967,109072.967945
2265968,137714.317104
2265974,70206.5552597
2265978,280000.0
2265980,118813.81678
2265981,245000.0
2265982,204064.285714
2265983,190000.0
2265984,100994.062608
2265988,160000.0
2265989,100710.552639
2265991,135347.008617
2266020,129336.81055
2266031,104291.250546
2266032,295872.732426
2266064,105571.428571
2266079,390370.421599
2266080,390370.421599
2266083,654656.122449
2266084,654656.122449
2266102,393550.394524
2266105,945510.204082
2266106,945510.204082
2266109,750000.0
2266110,750000.0
2266113,348943.04744
2266114,348943.04744
2266117,348943.04744
2266118,348943.04744
2266121,178470.372392
2266156,269952.380952
2266158,195000.0
2266159,86008.0930721
2266171,767461.666667
2266172,767461.666667
2266177,232122.851103
2266178,232122.851103
2266179,232122.851103
2266180,232122.851103
2266189,289203.62381
2266190,289203.62381
2266244,750000.0
2266245,750000.0
2266254,403992.690476
2266255,403992.690476
2266258,945510.204082
2266259,945510.204082
2266260,756215.351474
2266261,756215.351474
2266262,329810.47619
2266263,329810.47619
2266277,582607.936508
2266278,890501.190476
2266279,890501.190476
2266284,401752.380952
2266285,401752.380952
2266294,318867.844444
2266297,407133.086407
2266316,514207.380952
2266317,514207.380952
2266320,192701.530612
2266321,192701.530612
2266322,273917.884102
2266323,273917.884102
2266334,355028.571429
2266335,355028.571429
2266342,335342.808163
2266348,520000.0
2266352,388962.547937
2266353,388962.547937
2266356,226500.78592
2266357,226500.78592
2266366,929056.037415
2266367,929056.037415
2266373,270648.794883
2266374,270648.794883
2266378,220027.1
2266444,354614.145481
2266446,525909.933333
2266447,1144838.09524
2266449,144765.669857
2266452,425296.738095
2266454,184701.152573
2266455,345000.0
2266467,257354.106184
2266469,502596.904762
2266477,401752.380952
2266478,117538.829252
2266481,89859.9544081
2266483,144765.669857
2266485,205154.725782
2266486,550896.190476
2266487,550896.190476
2266489,502596.904762
2266503,753178.571429
2266519,193069.977324
2266523,401752.380952
2266527,130574.206349
2266530,89859.9544081
2266532,257059.870975
2266533,99189.1481138
2266534,126952.006155
2266562,205154.725782
2266563,143500.141723
2266569,100000.0
2266570,584949.915873
2266571,550896.190476
2266572,323104.092336
2266574,89859.9544081
2266587,140600.456803
2266597,241916.414286
2266599,150231.751051
2266602,846085.714286
2266603,846085.714286
2266604,846085.714286
2266605,846085.714286
2266654,767461.666667
2266658,99172.4489796
2266664,469257.539683
2266673,192701.530612
2266688,945510.204082
2266699,716394.461905
2266700,323904.761905
2266701,407133.086407
2266702,407133.086407
2266710,155000.0
2266712,90498.7569467
2266717,90498.7569467
2266722,90479.2857143
2266723,222907.27607
2266729,222907.27607
2266730,222907.27607
2266731,222907.27607
2266732,222907.27607
2266733,222907.27607
2266734,222907.27607
2266735,222907.27607
2266736,222907.27607
2266737,222907.27607
2266739,222907.27607
2266740,222907.27607
2266741,222907.27607
2266742,222907.27607
2266743,222907.27607
2266744,90479.2857143
2266748,101650.290965
2266749,520000.0
2266775,166611.241497
2266781,168763.131111
2266783,166611.241497
2266784,166611.241497
2266793,120411.988866
2266795,223382.690999
2266802,161520.828571
2266805,161520.828571
2266816,259024.285714
2266826,78860.4761905
2266835,225847.704082
2266836,296901.020408
2266838,78860.4761905
2266839,146728.912664
2266845,93620.7
2266848,120738.875706
2266851,170847.412492
2266856,135000.0
2266857,80910.6124334
2266863,119298.457906
2266865,281484.657143
2266888,53313.3952278
2266889,108255.039683
2266893,187084.500794
2266898,348390.321583
2266918,125962.44898
2266924,355859.935374
2266945,128442.857143
2266947,162031.293347
2267013,62275.7142857
2267025,536480.581667
2267031,62275.7142857
2267032,43403.4264286
2267033,62275.7142857
2267034,62275.7142857
2267049,154324.772542
2267051,154324.772542
2267067,123450.340136
2267073,175808.60051
2267074,89573.5105365
2267075,93309.4805195
2267076,294301.734694
2267086,222907.27607
2267097,216483.833333
2267100,109025.020346
2267105,100713.280846
2267108,76049.5238095
2267109,86008.0930721
2267129,145114.285714
2267140,110289.394088
2267141,112694.404989
2267142,112694.404989
2267143,115741.771429
2267144,115741.771429
2267145,115741.771429
2267146,115741.771429
2267147,225043.600017
2267148,78188.3238095
2267149,78188.3238095
2267156,300000.0
2267168,220394.217687
2267169,103573.006633
2267178,260000.0
2267180,156374.674079
2267181,190000.0
2267185,287451.249641
2267198,162127.734488
2267200,162127.734488
2267207,298475.714286
2267210,83155.255102
2267213,413946.467223
2267217,222907.27607
2267222,144723.738354
2267229,188061.82381
2267237,486918.603896
2267238,140000.0
2267239,467965.828571
2267251,175309.343817
2267255,170000.0
2267257,135000.0
2267259,90000.0
2267260,142668.157029
2267261,113046.149049
2267262,118805.897753
2267264,413946.467223
2267302,258028.571429
2267306,70826.9764945
2267307,159913.809524
2267308,128694.005061
2267311,268144.134035
2267312,246593.639456
2267315,142850.468571
2267316,260000.0
2267318,69005.7142857
2267319,164532.593578
2267321,105177.32836
2267323,105177.32836
2267324,105177.32836
2267325,105177.32836
2267326,81946.7044218
2267332,326984.247619
2267333,142482.716009
2267334,104785.09369
2267336,104785.09369
2267337,104785.09369
2267338,218885.305079
2267339,229174.326304
2267341,49699.4969709
2267342,92356.6822723
2267344,206514.626304
2267345,235021.768707
2267348,432170.918367
2267349,351728.310658
2267350,660724.885714
2267365,384785.714286
2267366,159874.546485
2267367,248000.0
2267371,421345.0
2267372,580000.0
2267373,538224.943537
2267376,222907.27607
2267386,78585.5892393
2267475,117364.861047
2267480,98172.5061843
2267487,376455.317977
2267488,138778.815776
2267489,182672.612024
2267504,319927.517007
2267515,125307.123949
2267516,157484.613059
2267517,86217.0068027
2267518,142946.29
2267519,142946.29
2267520,124562.473479
2267521,161442.295238
2267522,151068.862676
2267523,156621.963537
2267524,107443.713606
2267525,136006.246861
2267527,227640.042816
2267528,75254.3494802
2267529,68009.0
2267530,155336.101587
2267533,95045.6938776
2267544,177417.993197
2267546,137148.529278
2267547,176134.309622
2267551,128936.37652
2267552,247077.891156
2267602,180000.0
2267603,202198.145669
2267605,106066.085976
2267608,78887.9041672
2267609,143713.357431
2267612,60929.3838864
2267614,82230.9104762
2267621,159308.245128
2267623,162793.630952
2267624,669214.285714
2267627,60929.3838864
2267628,60929.3838864
2267629,168653.928571
2267632,620000.0
2267633,60929.3838864
2267634,60929.3838864
2267635,60929.3838864
2267636,60929.3838864
2267637,302126.541071
2267638,224069.11555
2267646,163790.612541
2267653,201982.324762
2267654,59744.547619
2267657,338843.80172
2267668,106850.757576
2267670,710530.612245
2267671,411674.160204
2267672,175765.985986
2267673,348786.202845
2267674,180801.097619
2267675,92053.0617914
2267677,336306.569076
2267693,199478.659252
2267694,331002.142857
2267696,152470.195578
2267705,70062.8571429
2267711,120000.0
2267712,67328.8785024
2267731,103055.195321
2267792,1131383.57551
2267800,220578.592063
2267821,1119466.7517
2267839,159947.433519
2267840,159947.433519
2267900,164121.436982
2267908,123420.227759
2267928,277364.80891
2267932,67815.9411306
2267934,140000.0
2267936,200881.768707
2267943,188334.52381
2267946,99412.3434925
2267947,70000.0
2267951,188334.52381
2267953,99412.3434925
2267958,175329.492342
2267960,69161.2585034
2267964,83764.4642857
2267978,70598.1292517
2267981,196850.612245
2267982,236353.594104
2267985,69914.2857143
2267994,113241.944909
2268002,367382.142857
2268003,266842.526984
2268005,149468.639456
2268029,728930.988095
2268036,422022.926984
2268045,231935.806803
2268050,90794.0646259
2268051,83764.4642857
2268052,320806.917075
2268053,85081.2110204
2268055,142469.128838
2268059,128571.428571
2268091,181809.4805
2268145,71316.4274376
2268150,142806.907985
2268158,419594.897959
2268159,650000.0
2268160,170935.890168
2268161,122826.394728
2268170,243800.940476
2268189,94992.6436659
2268193,349445.678726
2268201,84897.872985
2268204,349498.273552
2268208,61776.6484848
2268218,131263.028963
2268221,131263.028963
2268224,131263.028963
2268227,83077.2260159
2268231,139558.968254
2268234,139558.968254
2268237,291279.478458
2268240,256547.844338
2268244,86579.9246638
2268248,131263.028963
2268254,81646.3702948
2268267,131263.028963
2268270,162330.60278
2268273,163790.612541
2268284,495625.328571
2268286,163790.612541
2268294,61776.6484848
2268295,90207.5377184
2268297,61776.6484848
2268300,304876.261596
2268301,145444.330983
2268303,207217.857143
2268305,285000.0
2268307,163790.612541
2268309,155731.428571
2268312,315000.0
2268315,176538.021978
2268317,339831.218343
2268318,338556.047126
2268325,249955.566395
2268327,664895.952381
2268329,371880.107143
2268332,304876.261596
2268333,264928.571429
2268338,71354.5897619
2268340,349445.678726
2268343,247929.514286
2268345,126830.506245
2268347,126830.506245
2268351,134845.558492
2268355,175578.905023
2268357,163790.612541
2268359,417913.338707
2268367,191706.890136
2268372,202299.319728
2268374,202299.319728
2268376,202299.319728
2268381,191706.890136
2268386,66206.584932
2268390,325262.857143
2268392,91451.5045786
2268395,256336.71644
2268399,349445.678726
2268406,101330.236122
2268408,259455.553968
2268413,163790.612541
2268419,300732.362333
2268425,635190.192744
2268429,347013.397218
2268432,160000.0
2268437,150231.751051
2268439,115059.944603
2268441,115059.944603
2268449,135334.21253
2268453,163790.612541
2268455,247929.514286
2268474,260000.0
2268475,70324.6638131
2268479,150000.0
2268483,126830.506245
2268485,349498.273552
2268491,358446.258503
2268497,125125.205195
2268505,140000.0
2268508,83272.666678
2268511,298542.857143
2268517,91451.5045786
2268519,91451.5045786
2268521,127833.515402
2268529,80031.6973187
2268531,80031.6973187
2268533,69979.5701249
2268535,317352.917398
2268537,105642.194915
2268541,156394.642857
2268543,212751.428571
2268545,212751.428571
2268546,163790.612541
2268548,580000.0
2268550,274509.353741
2268553,83077.2260159
2268567,114195.272336
2268569,421420.214286
2268573,150231.751051
2268582,448085.952381
2268587,176835.561224
2268591,57692.2619048
2268593,69979.5701249
2268597,57692.2619048
2268599,57692.2619048
2268601,66206.584932
2268603,66206.584932
2268605,66206.584932
2268607,66206.584932
2268609,66206.584932
2268612,66206.584932
2268614,162330.60278
2268616,153089.301175
2268622,401282.465986
2268624,97262.4987909
2268626,97262.4987909
2268628,365268.201881
2268629,365268.201881
2268631,250000.0
2268635,176561.904762
2268640,420000.0
2268642,704021.777687
2268650,172463.530006
2268652,126830.506245
2268656,126830.506245
2268662,260743.395709
2268664,176660.586338
2268666,176660.586338
2268668,80031.6973187
2268670,80031.6973187
2268676,291279.478458
2268684,251445.783673
2268690,140000.0
2268692,86579.9246638
2268696,61536.6773433
2268698,61536.6773433
2268700,61536.6773433
2268702,61536.6773433
2268704,61536.6773433
2268706,61536.6773433
2268708,61536.6773433
2268710,61536.6773433
2268712,61536.6773433
2268714,118001.6153
2268716,86579.9246638
2268717,86579.9246638
2268719,86579.9246638
2268722,86579.9246638
2268724,106568.917279
2268735,80031.6973187
2268737,132985.890356
2268739,347013.397218
2268741,347013.397218
2268749,69979.5701249
2268751,70324.6638131
2268754,234584.183673
2268756,90160.0697382
2268763,70598.1292517
2268765,131263.028963
2268769,92824.1081679
2268771,449233.928571
2268779,316263.761905
2268783,234584.183673
2268785,234584.183673
2268787,277218.428056
2268789,358446.258503
2268797,249851.503673
2268801,316776.550234
2268803,86579.9246638
2268807,310000.0
2268809,307329.421769
2268815,162330.60278
2268836,358299.319728
2268838,127833.515402
2268842,349498.273552
2268852,92824.1081679
2268873,132985.890356
2268889,150231.751051
2268892,277218.428056
2268895,163790.612541
2268897,921531.609524
2268905,277218.428056
2268908,141733.617517
2268912,291279.478458
2268919,175444.047619
2268925,60056.8336755
2268935,87370.0453515
2268947,70598.1292517
2268951,417159.75469
2268975,302625.623583
2268977,304876.261596
2268983,163790.612541
2268997,358299.319728
2269000,349445.678726
2269002,203831.054422
2269005,131263.028963
2269007,135266.326531
2269009,252024.797619
2269017,172463.530006
2269023,70598.1292517
2269029,135334.21253
2269035,349094.897959
2269037,118001.6153
2269041,233451.746259
2269045,135266.326531
2269055,83077.2260159
2269057,353899.991383
2269067,250000.0
2269069,250000.0
2269075,180000.0
2269077,172463.530006
2269081,380172.278912
2269094,61536.6773433
2269102,83272.666678
2269110,57692.2619048
2269116,162370.304762
2269122,91665.6833246
2269129,142437.185714
2269155,85000.0
2269172,68915.71678
2269176,53339.5913214
2269179,78171.0057119
2269180,191801.496599
2269181,190522.490208
2269185,240060.714286
2269187,104979.196232
2269193,53339.5913214
2269197,53339.5913214
2269203,96168.1833677
2269205,367560.767553
2269206,122707.711234
2269210,163516.721613
2269211,108631.049632
2269215,92033.8685521
2269216,243554.565986
2269237,82534.5722956
2269238,261572.660488
2269240,141018.402171
2269257,196045.918367
2269278,302625.74619
2269302,275554.744898
2269304,68386.342551
2269314,68386.342551
2269315,51914.0582096
2269325,68386.342551
2269326,71195.747685
2269338,71195.747685
2269361,150000.0
2269380,520000.0
2269386,93526.814059
2269392,142744.824846
2269403,222907.27607
2269424,246777.411874
2269430,103088.435374
2269432,72511.0493266
2269437,99412.3434925
2269438,135000.0
2269450,72511.0493266
2269457,72511.0493266
2269459,105989.628217
2269462,379997.142857
2269463,70475.1424113
2269464,109632.547834
2269470,99412.3434925
2269483,72511.0493266
2269535,386076.034359
2269542,152070.37415
2269549,99116.5799411
2269640,187126.710635
2269641,625368.748038
2269696,149509.37619
2269715,129297.414966
2269722,70000.0
2269758,577986.228571
2269761,64120.7256236
2269762,138699.760091
2269763,353840.569161
2269794,163561.353118
2269795,207074.52381
2269800,95433.0725624
2270115,1074330.95238
2270126,112407.054989
2270130,439221.340961
2270131,179413.889116
2270139,435666.666667
2270165,82465.4779486
2270166,53650.4921269
2270167,134497.433333
2270209,384106.055294
2270216,276141.130054
2270219,95178.9194558
2270226,114638.998645
2270227,205717.116571
2270232,1195514.28571
2270235,443685.714286
2270243,161092.062381
2270246,259495.238095
2270248,642508.77551
2270260,85115.3389713
2270276,367868.979592
2270280,173897.066213
2270290,240783.420238
2270317,95000.0
2270326,239520.874047
2270337,72507.0662068
2270351,306741.734694
2270358,205375.565097
2270363,175775.29976
2270373,619964.285714
2270386,56085.4404762
2270387,260333.333333
2270414,292583.195787
2270416,75677.9052775
2270417,237851.020408
2270424,144981.773861
2270426,203808.524402
2270436,101143.235112
2270439,220578.592063
2270454,239520.874047
2270455,114820.887579
2270457,167559.627808
2270458,233825.320578
2270463,484814.544939
2270464,357443.795695
2270465,639484.111905
2270491,116503.741968
2270516,171462.806293
2270518,98269.2857143
2270524,225654.365782
2270526,132487.010216
2270528,75000.0
2270539,467069.721519
2270543,169613.945578
2270546,479089.574603
2270549,208889.048163
2270550,169613.945578
2270552,188334.52381
2270556,81450.5170068
2270565,94903.0211621
2270568,133446.580612
2270578,369108.333333
2270588,450000.0
2270589,558766.666667
2270596,414586.454082
2270597,414586.454082
2270598,85000.0
2270601,119951.020408
2270604,75000.0
2270607,288867.619048
2270722,86855.1809524
2270746,145444.330983
2270749,160000.0
2270750,349094.897959
2270752,132985.890356
2270765,96168.1833677
2270769,48208.1142857
2270770,81868.6518244
2270800,140000.0
2270815,476612.244898
2270816,839922.619048
2270824,89802.9878819
2270825,117538.829252
2270830,183278.734694
2270851,306614.885714
2270863,306614.885714
2270871,172988.603381
2270874,264996.428571
2270937,423050.328798
2270939,152335.498593
2270940,174317.21712
2270941,150645.529666
2270942,454226.413605
2270947,236967.333333
2270949,222907.27607
2270958,457966.988505
2270964,127308.094501
2270968,127914.641468
2270969,42762.2619048
2271002,350000.0
2271005,153178.735828
2271016,129297.414966
2271017,126805.540419
2271022,228029.554286
2271027,124732.676549
2271028,102089.880952
2271034,186110.774626
2271035,106912.927303
2271038,106912.927303
2271062,106912.927303
2271064,80764.8097586
2271065,120929.026827
2271071,169253.45805
2271072,85000.0
2271075,85000.0
2271078,184842.774444
2271085,132888.77551
2271117,123752.015646
2271119,189123.357143
2271121,200881.768707
2271124,231716.218401
2271136,411191.285714
2271137,80231.6666667
2271138,80231.6666667
2271139,80231.6666667
2271140,80231.6666667
2271141,80231.6666667
2271142,88541.1904762
2271143,88541.1904762
2271144,88541.1904762
2271145,88541.1904762
2271146,88541.1904762
2271164,72610.3914229
2271167,769333.333333
2271187,165000.0
2271193,145522.885034
2271201,178727.988435
2271205,163790.612541
2271210,142489.683333
2271211,142489.683333
2271212,415463.74157
2271213,268407.685714
2271218,246688.941043
2271221,82465.4779486
2271223,169476.947846
2271233,197276.435238
2271234,350000.0
2271235,249634.197473
2271236,134878.825034
2271238,749128.571429
2271248,707715.639048
2271255,83530.4126877
2271257,107952.967945
2271258,146902.069161
2271261,156855.631429
2271268,193911.911111
2271283,67024.6761699
2271287,239977.304076
2271293,74576.7879819
2271302,156128.153061
2271310,100230.019558
2271311,106639.319728
2271313,149508.826531
2271317,169477.380952
2271319,434238.425067
2271320,800000.628571
2271325,152752.639081
2271328,171532.953985
2271338,75176.5665189
2271339,75176.5665189
2271344,70263.9976294
2271345,390000.0
2271347,609977.142857
2271349,64083.6054422
2271351,346998.526077
2271358,93258.2083197
2271362,155771.095238
2271363,345000.0
2271368,125227.290476
2271376,130785.005612
2271377,184096.621429
2271379,105816.981325
2271380,237302.14898
2271383,238283.539444
2271389,134256.935484
2271395,77242.8571429
2271398,161407.841167
2271401,284722.945578
2271407,562164.159405
2271409,430373.152381
2271411,481088.097506
2271414,159147.405442
2271415,160804.768089
2271416,247134.536005
2271419,145734.054431
2271421,205717.632313
2271422,105843.015358
2271427,64951.7946899
2271448,148159.353741
2271450,89443.9476757
2271454,271931.436735
2271460,225998.25678
2271462,505678.639456
2271472,556566.666667
2271473,1200000.0
2271476,123953.766929
2271477,113590.153507
2271479,145999.99663
2271483,68697.1391837
2271484,68697.1391837
2271485,308954.603175
2271488,272963.319953
2271492,85304.9174238
2271493,78051.0354022
2271494,76042.0217065
2271495,68057.1428571
2271497,73800.5945578
2271498,85768.3333333
2271530,126053.72449
2271534,95000.0
2271537,200881.768707
2271539,172985.247619
2271540,180023.922902
2271544,140431.359127
2271545,190053.874459
2271547,80000.0
2271549,190053.874459
2271550,65000.0
2271563,124964.285714
2271566,88101.468254
2271580,213493.35034
2271582,118491.895606
2271585,255544.17551
2271586,103916.853967
2271589,382149.970197
2271598,181215.191667
2271599,181102.347846
2271604,154470.635714
2271607,135101.102536
2271608,107631.230718
2271615,131096.664286
2271700,73002.447619
2271702,313459.232653
2271705,259791.514966
2271706,115430.462355
2271709,64220.44027
2271711,64220.44027
2271712,64220.44027
2271713,64220.44027
2271716,76927.792517
2271717,86373.6054422
2271718,192169.268707
2271719,58546.5554762
2271720,110117.429938
2271721,124314.924084
2271730,111508.737223
2271736,144981.773861
2271738,80526.0364953
2271739,76511.5804082
2271741,138630.978571
2271742,165168.699657
2271743,87001.8089904
2271744,87001.8089904
2271745,120075.255102
2271746,165168.699657
2271747,165168.699657
2271750,118675.145045
2271752,324833.333333
2271753,210988.843326
2271754,52961.2013718
2271763,1110295.91837
2271767,135693.276598
2271768,150231.751051
2271773,59495.4571457
2271774,142307.619048
2271793,232759.578571
2271794,139927.18847
2271855,179000.0
2271861,111626.70259
2271863,73431.3311688
2271977,492447.587611
2271978,484483.4
2271983,205000.0
2271984,64937.4870566
2271987,453610.805227
2271988,533812.47154
2271989,460690.306122
2271992,450000.0
2271999,380000.0
2272001,113097.533704
2272004,102980.519601
2272016,75000.0
2272017,95372.1604995
2272018,100672.128659
2272022,284824.934921
2272025,396090.813234
2272031,800000.685714
2272034,93423.0231998
2272037,141371.740363
2272042,70089.3124289
2272048,85729.0419414
2272073,414586.454082
2272074,107631.230718
2272075,414586.454082
2272103,91717.3866213
2272105,157789.674643
2272106,148023.561224
2272107,148023.561224
2272131,188334.52381
2272132,176845.238095
2272133,72901.3966193
2272134,176845.238095
